517 1.8638876000
581 3.0941655200
645 4.3199139040
709 5.7327709808
773 7.5588045961
837 10.1273431192
901 12.3236222238
965 15.5087700447
1029 18.1797656089
1093 22.9188315217
1157 27.5170825043
1221 32.3226557008
1285 41.6417547401
1349 48.8471635480
1413 60.1266683096
1477 70.6788566619
1541 81.2514247323
