1000000 .0023736000
2000000 .0019058000
3000000 .0019732000
4000000 .0018616000
5000000 .0018760000
6000000 .0018254000
7000000 .0018954000
8000000 .0018518000
9000000 .0019134000
10000000 .0019444000
