1000000 1.7435962251
2000000 1.9576031063
3000000 1.7319075613
4000000 1.8155350236
5000000 2.0304904051
6000000 2.1355319382
7000000 1.8027856916
8000000 1.8626201533
9000000 1.7750601024
10000000 1.7578687512
