1000000 .0034910000
2000000 .0068884000
3000000 .0104076000
4000000 .0140394000
5000000 .0174276000
6000000 .0208998000
7000000 .0246940000
8000000 .0281210000
9000000 .0317622000
10000000 .0353438000
